Skills,Roles,Experience,Availability,ProjectAssignment,BurnRate,PerformanceRating,Overtime,NumberOfProject,AverageMonthlyHours,TimeSpendCompany,Age,Gender,HistoricalPerformanceData,YearsAtCompany,PromotionLast5Years
"Azure, Jenkins, Monitoring, Shell Scripting, Kubernetes",DevOps Engineer,27,Available,Organic national application,0.46,1,True,10,239,4,47,Female,"1, 5, 3, 5, 3",4,True
"Java, C++, Python",Software Engineer,2,Occupied,Advanced actuating firmware,0.85,5,False,3,167,7,40,Male,"3, 1, 1, 3, 5",6,True
"Terraform, AWS, Python",Cloud Engineer,22,Available,Multi-tiered incremental initiative,0.13,1,False,7,225,1,42,Female,"2, 1, 3, 1, 1",5,True
"Project Management, Strategic Planning, Leadership, Budgeting",IT Manager,10,Available,Programmable scalable support,0.42,2,False,6,188,3,42,Female,"3, 2, 5, 4, 4",10,True
"AWS, Terraform, Networking",Cloud Engineer,22,Available,Expanded fault-tolerant adapter,0.85,1,True,8,155,7,23,Female,"5, 4, 1, 2, 3",7,True
"AWS, CI/CD, Kubernetes, Docker",DevOps Engineer,7,Occupied,Face-to-face cohesive Local Area Network,0.88,1,True,6,156,9,47,Male,"3, 4, 1, 3, 3",2,True
"Terraform, Docker, Networking, Python",Cloud Engineer,10,Occupied,Multi-channeled mission-critical secured line,0.61,2,True,8,212,9,28,Female,"5, 5, 5, 1, 3",1,False
"Cloud Security, Kubernetes, Google Cloud, Networking",Cloud Engineer,16,Occupied,Expanded impactful Graphical User Interface,0.16,3,True,10,155,7,41,Male,"4, 2, 2, 5, 5",1,True
"Azure, Google Cloud, Networking, Kubernetes",Cloud Engineer,21,Occupied,Cross-platform demand-driven synergy,0.16,5,False,5,207,10,52,Male,"3, 4, 5, 3, 3",0,True
"Project Management, SQL, Data Modeling, Business Analysis",System Analyst,3,Occupied,Triple-buffered analyzing superstructure,0.8,5,True,7,250,9,30,Female,"2, 2, 3, 4, 3",0,False
"Cloud Security, Terraform, Azure, Kubernetes, Networking",Cloud Engineer,9,Available,Secured analyzing superstructure,0.52,4,True,2,213,4,57,Male,"1, 3, 4, 4, 5",3,True
"Terraform, Google Cloud, Python, Docker, Kubernetes",Cloud Engineer,22,Occupied,Organized discrete utilization,0.57,1,True,10,205,2,42,Female,"1, 5, 3, 3, 4",4,False
"Docker, Jenkins, Monitoring, Kubernetes, Shell Scripting",DevOps Engineer,23,Occupied,Cross-platform full-range toolset,0.92,4,True,8,197,1,51,Female,"2, 3, 5, 1, 1",4,False
"React, Java, Django",Software Engineer,19,Occupied,Down-sized client-server matrix,0.86,1,True,8,237,4,51,Female,"1, 1, 3, 1, 3",0,True
"System Design, Business Analysis, Project Management, UML",System Analyst,18,Occupied,Function-based zero-defect standardization,0.91,4,True,5,179,8,60,Female,"5, 5, 3, 1, 5",5,False
"ITIL, Vendor Management, Project Management",IT Manager,5,Available,Reactive high-level task-force,0.22,1,True,1,209,1,32,Male,"2, 3, 1, 4, 1",10,True
"TensorFlow, Data Analysis, Pandas, Matplotlib",Data Scientist,13,Available,Advanced bifurcated encoding,0.73,3,True,7,151,8,48,Male,"4, 1, 1, 1, 4",10,False
"C++, React, SQL",Software Engineer,13,Occupied,Persistent intermediate support,0.53,1,False,8,186,7,47,Male,"5, 2, 4, 5, 5",2,False
"Monitoring, Shell Scripting, Azure, Docker",DevOps Engineer,26,Occupied,Persistent regional secured line,0.66,3,True,10,240,7,56,Female,"1, 1, 1, 5, 5",6,True
"R, Data Analysis, Machine Learning, Statistics, TensorFlow",Data Scientist,25,Occupied,Synergistic leadingedge analyzer,0.73,4,False,9,233,2,40,Female,"1, 1, 4, 2, 2",2,False
"Terraform, Google Cloud, AWS",Cloud Engineer,17,Available,Networked bottom-line knowledge user,0.9,1,False,8,204,8,50,Male,"5, 1, 1, 3, 2",2,True
"Pandas, Matplotlib, TensorFlow",Data Scientist,5,Occupied,Right-sized asymmetric toolset,0.37,5,True,6,210,7,36,Male,"5, 4, 1, 1, 5",2,True
"Azure, Jenkins, Shell Scripting, Docker",DevOps Engineer,3,Occupied,Inverse zero administration installation,0.46,1,False,7,236,9,26,Male,"4, 1, 2, 5, 2",10,True
"Python, Django, Java, SQL, C++",Software Engineer,27,Occupied,Total web-enabled challenge,0.27,4,True,8,218,1,57,Male,"5, 1, 2, 2, 3",0,False
"AWS, Kubernetes, Networking",Cloud Engineer,11,Occupied,Virtual context-sensitive concept,0.98,4,True,2,246,6,38,Female,"5, 5, 3, 5, 5",6,False
"JavaScript, CSS, React",Software Engineer,26,Available,Team-oriented grid-enabled Internet solution,0.75,1,True,10,173,1,53,Male,"5, 1, 3, 1, 2",9,True
"Jenkins, AWS, Kubernetes",DevOps Engineer,29,Occupied,Up-sized solution-oriented service-desk,0.29,4,False,6,212,5,49,Male,"1, 4, 1, 5, 2",7,True
"Statistics, Pandas, R",Data Scientist,16,Available,Expanded bandwidth-monitored installation,0.82,1,True,6,153,4,52,Female,"1, 1, 2, 1, 4",10,True
"Machine Learning, TensorFlow, Data Analysis, Statistics",Data Scientist,1,Available,Innovative stable instruction set,0.12,1,True,9,228,10,25,Male,"1, 1, 4, 1, 2",10,True
"Kubernetes, Azure, Docker, Terraform",Cloud Engineer,14,Occupied,Expanded scalable toolset,0.54,5,False,1,191,3,55,Female,"5, 5, 4, 1, 3",6,True
"SQL, Java, React, JavaScript",Software Engineer,27,Occupied,Assimilated disintermediate workforce,0.54,4,False,9,217,9,42,Male,"4, 2, 2, 2, 2",4,False
"R, Matplotlib, TensorFlow, Statistics",Data Scientist,23,Occupied,Virtual bandwidth-monitored algorithm,0.8,1,False,10,209,10,38,Female,"3, 2, 3, 5, 3",8,True
"Monitoring, Linux, Kubernetes, Azure, CI/CD",DevOps Engineer,30,Available,Re-engineered heuristic Local Area Network,0.11,5,False,5,222,2,56,Female,"3, 3, 5, 4, 2",9,False
"Pandas, Machine Learning, Data Analysis, Python, R",Data Scientist,4,Available,Right-sized content-based Graphic Interface,0.15,1,True,4,242,6,31,Male,"5, 5, 1, 4, 4",5,True
"AWS, Monitoring, Linux",DevOps Engineer,4,Occupied,Advanced empowering capacity,0.25,3,False,6,227,5,59,Male,"3, 5, 5, 1, 2",6,False
"Python, JavaScript, Java, React",Software Engineer,16,Occupied,Digitized stable paradigm,0.86,2,True,3,159,9,47,Male,"1, 1, 5, 5, 5",7,True
"Data Analysis, SQL, Python",Data Scientist,24,Occupied,Horizontal systemic approach,0.53,1,True,10,170,1,35,Female,"2, 3, 5, 1, 2",6,True
"Budgeting, Project Management, Leadership, ITIL, Vendor Management",IT Manager,3,Available,Expanded even-keeled application,0.58,1,False,10,215,6,37,Female,"2, 2, 3, 1, 3",1,False
"Kubernetes, Linux, Docker, Jenkins",DevOps Engineer,17,Occupied,Horizontal non-volatile firmware,0.08,1,False,1,242,7,37,Female,"2, 2, 2, 4, 5",1,False
"Data Modeling, Project Management, SQL",System Analyst,27,Available,Compatible optimal task-force,0.48,4,True,5,194,8,54,Female,"3, 1, 5, 1, 2",2,True
"UML, Business Analysis, Requirements Gathering, SQL",System Analyst,1,Occupied,Configurable homogeneous installation,0.66,1,False,6,179,2,33,Male,"5, 2, 2, 1, 4",5,True
"Linux, CI/CD, Shell Scripting, Monitoring",DevOps Engineer,18,Available,Quality-focused modular hub,0.2,2,False,8,224,7,27,Male,"3, 4, 5, 2, 3",10,False
"Strategic Planning, Vendor Management, Leadership, Project Management",IT Manager,20,Available,Reverse-engineered uniform success,0.37,2,False,6,222,5,56,Male,"3, 1, 4, 1, 3",1,True
"System Design, Project Management, Business Analysis, SQL, Data Modeling",System Analyst,22,Available,Grass-roots tangible benchmark,0.6,4,True,9,199,4,57,Female,"5, 5, 1, 2, 3",2,True
"Monitoring, CI/CD, Azure, Docker",DevOps Engineer,25,Available,Reverse-engineered cohesive orchestration,0.99,4,True,7,219,10,29,Male,"4, 4, 1, 1, 1",0,False
"Vendor Management, Strategic Planning, Leadership, ITIL",IT Manager,27,Occupied,Integrated optimal productivity,0.2,4,True,5,156,9,50,Female,"5, 3, 2, 2, 2",9,True
"Statistics, Machine Learning, SQL, Pandas",Data Scientist,14,Occupied,Team-oriented zero administration access,0.96,4,False,2,179,9,52,Male,"1, 4, 4, 3, 4",3,False
"C++, Python, SQL, CSS, React",Software Engineer,14,Available,Diverse neutral infrastructure,0.96,5,True,3,186,8,25,Male,"1, 5, 5, 4, 3",10,True
"Pandas, Machine Learning, SQL, TensorFlow",Data Scientist,10,Available,Synchronized multi-tasking encoding,1.0,1,False,6,222,4,32,Female,"1, 2, 5, 3, 2",6,True
"Requirements Gathering, Project Management, System Design",System Analyst,19,Available,Optimized composite instruction set,0.7,1,True,8,166,10,22,Female,"2, 1, 3, 1, 1",4,False
"Java, SQL, Python, Django",Software Engineer,20,Available,Distributed regional strategy,0.29,4,False,5,180,10,34,Female,"3, 3, 1, 3, 5",6,False
"HTML, Python, CSS",Software Engineer,14,Occupied,Decentralized object-oriented intranet,0.07,4,False,2,182,3,25,Female,"1, 3, 3, 1, 4",4,False
"Strategic Planning, Project Management, Leadership, Risk Management",IT Manager,23,Available,Multi-channeled needs-based support,0.09,1,False,10,226,4,35,Male,"3, 2, 1, 5, 2",1,False
"CSS, SQL, React, JavaScript",Software Engineer,28,Occupied,Reactive object-oriented productivity,0.96,5,True,2,232,8,27,Female,"3, 4, 5, 2, 5",6,True
"Django, SQL, CSS",Software Engineer,10,Available,Innovative composite productivity,0.4,1,False,1,170,1,40,Female,"5, 1, 4, 2, 3",1,False
"Data Modeling, Project Management, Requirements Gathering",System Analyst,21,Occupied,Advanced tertiary approach,0.19,2,False,5,202,2,57,Female,"1, 2, 3, 5, 5",2,False
"System Design, UML, Business Analysis, SQL, Project Management",System Analyst,6,Occupied,Up-sized real-time portal,0.21,1,False,6,194,1,40,Female,"2, 4, 4, 5, 5",10,False
"Python, Machine Learning, TensorFlow, SQL",Data Scientist,17,Occupied,Open-architected incremental toolset,0.61,2,True,6,226,1,58,Female,"4, 4, 3, 2, 1",6,False
"Python, Azure, Terraform, AWS",Cloud Engineer,6,Occupied,Inverse user-facing firmware,0.81,4,True,7,236,5,44,Female,"2, 3, 5, 1, 3",3,False
"SQL, Python, Data Analysis, Matplotlib, Machine Learning",Data Scientist,27,Available,Virtual responsive service-desk,0.73,1,False,8,179,3,46,Female,"1, 3, 3, 1, 1",4,False
"Leadership, Project Management, Vendor Management, Budgeting",IT Manager,23,Available,Synergistic leadingedge help-desk,0.69,2,True,7,201,2,35,Male,"3, 3, 1, 5, 5",0,True
"Matplotlib, Data Analysis, Python",Data Scientist,29,Available,Re-engineered bifurcated Graphical User Interface,0.78,2,False,1,246,1,47,Female,"1, 4, 1, 2, 3",0,False
"AWS, Kubernetes, Python, Google Cloud, Networking",Cloud Engineer,23,Available,Networked dedicated customer loyalty,0.8,5,True,9,241,9,60,Female,"1, 1, 2, 1, 4",6,False
"Java, SQL, CSS, React, C++",Software Engineer,9,Available,Versatile holistic standardization,0.52,1,False,10,208,2,32,Female,"2, 5, 1, 1, 3",6,True
"JavaScript, Python, CSS, HTML, Java",Software Engineer,17,Available,Visionary 24hour service-desk,0.94,1,True,1,193,8,40,Male,"5, 4, 3, 3, 1",1,True
"Cloud Security, Python, Docker",Cloud Engineer,25,Available,Re-engineered holistic hardware,0.46,4,True,4,244,2,36,Male,"1, 2, 2, 5, 4",6,True
"Java, JavaScript, SQL, Django",Software Engineer,10,Available,Profit-focused dedicated policy,0.54,3,True,3,212,4,38,Male,"3, 3, 1, 3, 1",9,False
"Django, Java, CSS, C++",Software Engineer,26,Occupied,Fully-configurable grid-enabled collaboration,0.51,2,True,10,237,2,32,Female,"5, 4, 1, 5, 4",6,False
"Jenkins, Monitoring, Linux, AWS, Kubernetes",DevOps Engineer,20,Occupied,Total tertiary monitoring,0.87,5,False,7,217,8,40,Female,"2, 4, 5, 1, 2",2,True
"React, JavaScript, HTML",Software Engineer,9,Occupied,Multi-tiered background initiative,0.33,2,False,4,166,9,55,Male,"2, 1, 1, 3, 5",4,True
"CSS, Django, Java, SQL",Software Engineer,8,Available,Pre-emptive content-based infrastructure,0.89,3,True,3,174,3,40,Male,"3, 3, 4, 4, 2",8,True
"Statistics, TensorFlow, Python, SQL",Data Scientist,3,Available,Proactive incremental standardization,0.71,5,False,7,233,5,59,Female,"2, 2, 1, 4, 3",5,True
"C++, JavaScript, HTML, Python, SQL",Software Engineer,29,Available,Right-sized zero administration focus group,0.14,2,True,3,248,4,59,Male,"3, 3, 1, 5, 1",3,True
"Strategic Planning, Risk Management, Leadership",IT Manager,25,Occupied,Balanced transitional conglomeration,0.84,5,True,4,159,2,27,Female,"1, 4, 1, 5, 4",9,True
"Machine Learning, Statistics, Data Analysis",Data Scientist,18,Occupied,Re-contextualized incremental task-force,0.7,1,False,4,228,2,56,Male,"4, 1, 4, 3, 1",5,True
"AWS, Shell Scripting, Azure, Linux, Kubernetes",DevOps Engineer,2,Occupied,Customizable non-volatile support,0.03,4,False,9,202,8,58,Male,"5, 5, 4, 1, 1",2,False
"Monitoring, Shell Scripting, Kubernetes",DevOps Engineer,1,Occupied,Operative object-oriented definition,0.55,4,False,3,185,1,26,Male,"5, 4, 2, 1, 4",6,True
"AWS, Google Cloud, Docker, Azure",Cloud Engineer,22,Available,Enhanced hybrid hierarchy,0.33,1,True,10,154,6,30,Male,"4, 1, 3, 4, 5",6,False
"Data Modeling, UML, Requirements Gathering, System Design",System Analyst,12,Occupied,Proactive transitional policy,0.74,3,False,9,192,10,22,Female,"3, 1, 5, 1, 3",7,False
"Python, Networking, AWS, Azure",Cloud Engineer,13,Occupied,Assimilated composite matrix,0.06,2,True,9,170,7,29,Male,"4, 3, 4, 2, 5",5,True
"Budgeting, Project Management, ITIL, Vendor Management, Risk Management",IT Manager,4,Available,Quality-focused heuristic archive,0.54,1,True,8,161,8,41,Female,"5, 2, 5, 4, 4",8,True
"Statistics, SQL, Machine Learning, Python, Pandas",Data Scientist,15,Available,Inverse well-modulated definition,0.8,1,False,4,155,4,25,Male,"5, 3, 1, 3, 5",6,False
"Requirements Gathering, UML, Business Analysis",System Analyst,17,Occupied,Automated reciprocal secured line,0.93,3,True,7,187,3,29,Female,"4, 5, 2, 1, 3",5,False
"Budgeting, Risk Management, Project Management, ITIL",IT Manager,3,Available,Implemented transitional analyzer,0.56,4,True,5,156,5,39,Female,"4, 4, 4, 4, 2",4,True
"CI/CD, Docker, AWS, Shell Scripting, Monitoring",DevOps Engineer,28,Occupied,Optional empowering parallelism,0.1,2,False,4,200,3,31,Female,"1, 1, 2, 2, 5",4,True
"Cloud Security, AWS, Docker, Google Cloud, Networking",Cloud Engineer,12,Available,Multi-lateral needs-based architecture,0.69,2,True,6,159,6,50,Female,"1, 2, 2, 5, 3",7,False
"CI/CD, Monitoring, Kubernetes, Docker",DevOps Engineer,2,Available,Virtual fresh-thinking array,0.29,4,True,3,245,1,55,Male,"2, 3, 1, 3, 3",2,False
"Budgeting, Strategic Planning, Risk Management",IT Manager,2,Available,Public-key multi-state alliance,0.91,5,False,1,235,1,28,Male,"4, 3, 1, 4, 3",2,False
"Vendor Management, ITIL, Leadership",IT Manager,9,Occupied,Profit-focused human-resource array,0.57,3,True,7,179,3,37,Male,"1, 5, 4, 3, 1",7,True
"CI/CD, Docker, Shell Scripting, AWS, Monitoring",DevOps Engineer,15,Available,Open-architected tangible superstructure,0.75,3,False,10,182,5,42,Female,"1, 3, 5, 1, 1",10,True
"Django, React, Java, JavaScript, C++",Software Engineer,21,Available,Organized multi-tasking superstructure,0.71,5,False,6,198,2,48,Male,"4, 5, 3, 5, 4",2,True
"Pandas, Machine Learning, Statistics",Data Scientist,10,Available,Extended stable hierarchy,0.35,2,True,8,203,10,46,Male,"4, 4, 2, 1, 1",5,True
"Google Cloud, Cloud Security, Terraform",Cloud Engineer,30,Occupied,Synchronized 4thgeneration middleware,0.11,1,True,7,197,8,22,Male,"5, 5, 1, 3, 2",9,False
"React, HTML, Python, C++, SQL",Software Engineer,23,Available,Stand-alone hybrid middleware,0.21,4,False,8,240,5,52,Male,"4, 3, 2, 3, 4",10,False
"Jenkins, Shell Scripting, Linux, AWS",DevOps Engineer,9,Occupied,Up-sized system-worthy knowledge user,0.2,5,False,5,242,10,24,Female,"2, 2, 4, 2, 1",3,False
"Project Management, ITIL, Budgeting, Leadership",IT Manager,2,Occupied,Progressive multimedia process improvement,0.4,5,False,5,235,6,40,Female,"3, 2, 1, 3, 3",6,True
"Docker, Monitoring, Jenkins",DevOps Engineer,3,Available,Re-engineered human-resource customer loyalty,0.93,2,True,7,159,9,36,Male,"2, 5, 3, 2, 4",10,True
"Cloud Security, Terraform, Google Cloud",Cloud Engineer,21,Occupied,Automated tangible encoding,0.75,2,True,2,178,7,48,Male,"4, 2, 2, 5, 4",4,True
"React, HTML, JavaScript",Software Engineer,13,Occupied,Centralized explicit forecast,0.14,2,False,10,202,1,49,Male,"3, 2, 3, 4, 2",9,True
"Monitoring, Azure, Linux, Jenkins, AWS",DevOps Engineer,6,Available,Programmable homogeneous Local Area Network,0.68,3,False,5,151,5,58,Male,"3, 2, 4, 2, 4",1,True
"ITIL, Project Management, Vendor Management, Risk Management",IT Manager,14,Occupied,Managed incremental implementation,0.6,4,False,10,234,1,48,Female,"1, 5, 5, 2, 3",2,True
"HTML, SQL, C++",Software Engineer,29,Occupied,Customizable incremental knowledgebase,0.98,3,True,3,191,1,50,Female,"4, 3, 3, 4, 3",8,True
"Machine Learning, Pandas, Data Analysis, Python, TensorFlow",Data Scientist,14,Occupied,Implemented methodical superstructure,0.32,3,True,10,214,7,58,Male,"2, 1, 1, 5, 1",2,True
"Data Modeling, UML, SQL",System Analyst,18,Available,Expanded 24hour open system,0.25,5,True,1,184,4,50,Male,"1, 1, 1, 1, 1",9,False
"Kubernetes, Cloud Security, Docker, Azure",Cloud Engineer,27,Available,Grass-roots impactful monitoring,0.78,1,False,9,241,5,46,Male,"1, 1, 1, 2, 3",10,True
"ITIL, Risk Management, Budgeting, Strategic Planning",IT Manager,14,Occupied,Expanded secondary interface,0.48,2,True,4,227,8,49,Female,"4, 3, 5, 2, 5",0,False
"Risk Management, Vendor Management, Budgeting, Project Management",IT Manager,19,Occupied,Cloned foreground toolset,0.21,1,True,5,231,8,38,Female,"2, 3, 3, 4, 4",0,False
"Java, JavaScript, HTML",Software Engineer,20,Occupied,Open-architected mission-critical open architecture,0.45,3,False,6,243,2,53,Male,"5, 4, 2, 5, 3",0,True
"Azure, Docker, Jenkins, Kubernetes, CI/CD",DevOps Engineer,15,Occupied,Advanced hybrid knowledge user,0.27,1,False,7,152,1,24,Male,"2, 4, 1, 4, 3",4,True
"Strategic Planning, Vendor Management, ITIL, Project Management",IT Manager,24,Available,Focused 24/7 secured line,0.21,1,False,6,198,5,51,Male,"3, 3, 3, 2, 3",0,True
"Jenkins, CI/CD, Monitoring, Azure",DevOps Engineer,26,Occupied,Down-sized national moderator,0.18,4,False,5,229,6,48,Female,"5, 2, 3, 2, 4",5,False
"AWS, CI/CD, Docker, Monitoring, Linux",DevOps Engineer,16,Occupied,Secured web-enabled moratorium,0.85,5,False,1,171,4,56,Male,"1, 1, 2, 1, 4",0,False
"AWS, Kubernetes, Monitoring, Shell Scripting, Azure",DevOps Engineer,23,Occupied,Robust disintermediate moderator,0.91,5,True,6,204,1,41,Female,"5, 5, 1, 2, 5",9,False
"Data Modeling, System Design, UML, SQL, Project Management",System Analyst,13,Occupied,Expanded mobile frame,0.08,1,False,4,218,7,41,Male,"5, 4, 4, 4, 4",0,True
"HTML, SQL, CSS, JavaScript",Software Engineer,2,Occupied,Profound solution-oriented workforce,0.97,3,False,1,158,2,59,Male,"2, 4, 3, 3, 5",8,True
"UML, System Design, Business Analysis",System Analyst,12,Available,Phased dynamic attitude,0.24,1,True,3,196,5,36,Female,"3, 1, 1, 1, 2",3,True
"Shell Scripting, Azure, Linux",DevOps Engineer,17,Available,Ergonomic web-enabled middleware,0.36,1,True,6,154,9,46,Male,"5, 1, 2, 2, 4",0,False
"Statistics, Data Analysis, SQL, Python",Data Scientist,16,Occupied,Up-sized neutral emulation,0.99,1,False,9,151,9,44,Female,"1, 1, 4, 2, 1",8,False
"System Design, UML, Data Modeling",System Analyst,23,Available,User-centric holistic data-warehouse,0.42,2,False,4,221,2,49,Female,"5, 1, 3, 2, 4",7,False
"Strategic Planning, Vendor Management, Leadership",IT Manager,17,Available,Profit-focused logistical moratorium,0.3,1,True,1,183,6,34,Female,"3, 5, 5, 1, 3",5,False
"Docker, Terraform, AWS, Python, Google Cloud",Cloud Engineer,21,Occupied,Multi-lateral fault-tolerant projection,0.18,2,True,7,179,8,28,Male,"3, 4, 2, 3, 1",3,True
